Tweet,Stock_value,Stock_actual,Time_tweet
"[['rt', 'you', 'a', 'wall', 'st', 'trader', 'spent', 'years', 'in', 'school', 'learning', 'minutia', 'of', 'finance', 'years', 'of', 'hour', 'work', 'weeks', 'never', 'see', 'family']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['you', 'check', 'the', 'price', 'of', 'bitcoin', 'lately', 'questionmark']]",2596.5025,2594.53,"[10, 56, 41]"
"[['rt', 'i', 'm', 'trying', 'to', 'break', 'down', 'where', 'the', 'indignation', 'originates', 'here', 'critics', 'of', 'the', 'profile', 'seem', 'to', 'be', 'totally', 'mis']]",,,"[6, 8, 45]"
"[['rt', 'the', 'larger', 'meta', 'narrative', 'of', 'that', 'times', 'story', 'is', 'that', 'fascism', 'is', 'being', 'normalized', 'if', 'you', 'need', 'your', 'hand', 'held', 'by', 'the', 'author']]",,,"[6, 5, 30]"
"[['this', 'makes', 'sense']]",,,"[6, 4, 15]"
[['agreed']],2587.55714286,2587.77142857,"[13, 30, 0]"
"[['it', 'was', 'xi', 's', 'year', 'no', 'question']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['shoulda', 'left', 'that', 'ballin', 'shit', 'for', 'the', 'lakers']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['solid', 'tweet']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['solid', 'list']]",,,"[18, 13, 20]"
[['shocking']],2587.55714286,2587.77142857,"[13, 30, 0]"
"[['this', 'thanksgiving', 'i', 'm', 'thankful', 'for', 'a', 'free', 'internet', 'oh', 'wait']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'got', 'really', 'excited', 'for', 'a', 'second', 'because', 'i', 'thought', 'you', 'wrote', 'this']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'used', 'to', 'pull', 'shit', 'like', 'this', 'with', 'my', 'mother', 'when', 'i', 'was', 'a', 'teen']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fucking', 'legend']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'as', 'a', 'young', 'person', 'i', 'care', 'abt', 'one', 'thing', 'and', 'one', 'thing', 'only', 'business', 'stocks', 'i', 'love', 'to', 'buy', 'and', 'sell', 'them', 'with', 'all', 'of', 'my', 'di']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['you', 'know', 'you', 're', 'italian', 'when', 'you', 'eat', 'pasta', 'with', 'thanksgiving', 'dinner']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['he', 'fixes', 'the', 'cable', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['but', 'they', 'could', 'be', 'even', 'happier', 'brexit', 'laureate', 'robert', 'browning', 'explains', 'it', 'best', 'a', 'man', 's', 'reac']]",2586.57357143,2587.73785714,"[13, 59, 6]"
"[['re', 'upping', 'this', 'with', 'decisions', 'imminent', 'on', 'south', 'africa', 's', 'remaining', 'investment', 'grade', 'sovereign', 'debt', 'ratings']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['bitcoin', 'mining', 'is', 'now', 'consuming', 'more', 'electricity', 'than', 'countries', 'sounds', 'like', 'the', 'beginning', 'of', 'a', 'cautionary', 'tal']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['imo', 'they', 'should', 'use', 'that', 'gift', 'to', 'invest', 'in', 'society', 'and', 'infrastructure', 'n']]",,,"[18, 40, 38]"
"[['fintechthinkfluencers', 'tend', 'not', 'to', 'reproduce']]",,,"[18, 31, 16]"
"[['more', 'support', 'for', 'my', 'tinder', 'economy', 'sexular', 'shag', 'nation', 'thesis']]",,,"[15, 36, 57]"
"[['true', 'by', 'definition']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['new', 'cohn', 'who', 'dis', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['as', 'the', 'proud', 'owner', 'of', 'the', 'nok', 'sek', 'cross', 'i', 'was', 'aware', 'i', 'was', 'bucking', 'the', 'big', 'mac', 'index', 'but', 'didn', 't', 'expect', 'to', 'have', 'the']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['a', 'parable', 'explains', 'the', 'problem', 'of', 'using', 'a', 'flattening', 'yield', 'curve', 'as', 'a', 'purported', 'indicator', 'of', 'impending', 'recessions']]",,,"[18, 42, 48]"
"[['this', 'tweet', 'has', 'aged', 'well']]",,,"[18, 23, 35]"
"[['everything', 'must', 'change', 'so', 'that', 'things', 'can', 'remain', 'the', 'same']]",,,"[17, 34, 43]"
"[['trump', 's', 'incessant', 'race', 'baiting', 'is', 'a', 'gift', 'to', 'the', 'dems', 'for', 'and', 'beyond', 'stirring', 'the', 'base', 'is', 'electorally', 'irreleva']]",,,"[17, 32, 24]"
"[['mugabe', 'to', 'janus', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['people', 'who', 'read', 'a', 'lot', 'of', 'fiction', 'seem', 'less', 'likely', 'to', 'advertise', 'the', 'fact', 'for', 'some', 'reason', 'i', 'notice', 't']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['sic', 'transit', 'gloria', 'mundi']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['exactly', 'sell', 'side', 'earnestly', 'present', 'these', 'high', 'tax', 'low', 'tax', 'baskets', 'as', 'if', 'they', 're', 'the', 'definitive', 'word', 'on', 'the', 'matt']]",,,"[17, 51, 2]"
"[['i', 'don', 't', 'know', 'if', 'it', 's', 'sublimated', 'guilt', 'about', 'my', 'own', 'desultory', 'reading', 'habits', 'but', 'i', 'find', 'people', 'who', 're', 'keen', 'to', 'tell']]",,,"[17, 30, 4]"
"[['tim', 'hayward', 'in', 'droll', 'form', 'someone', 'has', 'opined', 'that', 'it', 's', 'like', 'kfc', 'on', 'magic', 'mushrooms', 'fortunately', 'i', 've', 'tried', 'bot']]",,,"[19, 22, 26]"
"[['dollar', 'down', 'against', 'yen', 'in', 'early', 'asia', 'fed', 'speakers', 'ahead']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['mexico', 'stocks', 'lower', 'at', 'close', 'of', 'trade', 's', 'amp', 'p', 'bmv', 'ipc', 'down']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'day', 'ahead', 'top', 'things', 'to', 'watch']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['get', 'off', 'the', 'hour', 'trend', 'locator', 'for', 'trading', 'station', 'desktop', 'when', 'you', 'use', 'the', 'promo', 'code', 'holidayfx', 'on', 'the', 'fx']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['free', 'webinar', 'reading', 'candlesticks', 'and', 'understanding', 'chart', 'patterns', 'starts', 'november', 'at', 'gmt', 'register', 'now']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['crude', 'oil', 'prices', 'settle', 'lower', 'ahead', 'opec', 'meeting']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fxcm', 'app', 'sale', 'get', 'off', 'all', 'fxcm', 'developed', 'apps', 'for', 'trading', 'station', 'desktop', 'when', 'using', 'the', 'promo', 'code', 'holiday']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['forex', 'dollar', 'rallies', 'against', 'other', 'major', 'currencies']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['germany', 'stocks', 'lower', 'at', 'close', 'of', 'trade', 'dax', 'down']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['greece', 'stocks', 'lower', 'at', 'close', 'of', 'trade', 'athens', 'general', 'composite', 'down']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['usdjpy', 'is', 'trading', 'at', 'a', 'month', 'low']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['here', 's', 'a', 'look', 'at', 'current', 'positioning', 'in', 'eurusd', 'spx', 'stock', 'index', 'usoil', 'and', 'other', 'products', 'according', 'to', 'the', 'ssi']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['stocks', 'wall', 'street', 'inches', 'forward', 'as', 'holiday', 'shopping', 'kicks', 'off']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['u', 's', 'new', 'home', 'sales', 'unexpectedly', 'jump', 'in', 'october']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['usdcad', 'slides', 'lower', 'in', 'early', 'trade']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['dollar', 'drifts', 'down', 'to', 'month', 'lows', 'against', 'currency', 'basket']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['bitcoin', 'sets', 'new', 'record', 'nears', 'milestone']]",,,"[18, 3, 4]"
"[['top', 'things', 'to', 'know', 'in', 'the', 'market', 'on', 'monday']]",,,"[17, 30, 5]"
"[['dollar', 'index', 'hovers', 'at', 'week', 'lows', 'in', 'quiet', 'trade']]",,,"[16, 57, 6]"
"[['economic', 'calendar', 'top', 'things', 'to', 'watch', 'this', 'week']]",,,"[15, 21, 5]"
[['this']],2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'absolute', 'thread', 'gt']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'working', 'age', 'benefits', 'frozen', 'at', 'rates', 'so', 'april', 'and', 'now', 'rises', 'at', 'meanwhile', 'prices', 'measure', 'b']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'the', 'euro', 'has', 'replaced', 'not', 'but', 'pound', 'sterling', 'as', 'core', 'partner', 'currency', 'of', 'are', 'there', 'implications', 'for', 'renminbi', 'asks']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'a', 'new', 'theory', 'argues', 'that', 'mass', 'violence', 'doesn', 't', 'proceed', 'through', 'dehumanisation', 'but', 'from', 'strong', 'moral', 'beliefs']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'we', 'had', 'that', 'it', 'was', 'called', 'the', 'eu']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'welcome', 'the', 'day', 'when', 'of', 'the', 'uk', 's', 'energy', 'budget', 'is', 'spent', 'on']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'interesting', 'thing', 'about', 'the', 'actual', 'report', 'is', 'that', 'it', 'finds', 'that', 'fiscal', 'policy', 'has', 'a', 'very', 'strong', 'impact', 'on', 'the', 'current', 'acco']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'miss', 'markle', 'never', 'ever', 'call', 'one', 'gran', 'again', 'are', 'we', 'clear', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'icymi', 'austerity', 'and', 'mortality', 'was', 'the', 'bbc', 'right', 'to', 'ignore', 'bmj', 'study', 'linking', 'deaths', 'to', 'aus']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'bitcoin', 'nears', 'mark', 'as', 'hedge', 'funds', 'plough', 'in']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'standby', 'for', 'a', 'big', 'row', 'david', 'davis', 'has', 'written', 'to', 'dexeeu', 'committee', 'admitting', 'reports', 'they', 're', 'being', 'given', 'aren', 't', 'complete', 'an']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'is', 'talking', 'rubbish', 'i', 'm', 'a', 'member', 'of', 'the', 'brexit', 'committee', 'and', 'we', 'have', 'given', 'him', 'categorical', 'assurances', 'about', 'h']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'the', 'expansion', 'of', 'the', 'welfare', 'state', 'at', 'the', 'turn', 'of', 'the', 'th', 'century', 'went', 'alongside', 'a', 'closing', 'of', 'borders', 'to', 'immigrants']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['vogon', 'poetry', 'i', 'think']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['yes', 'do', 'it', 's', 'lovely']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['totally', 'barking', 'but', 'at', 'least', 'it', 's', 'consistent']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'am', 'not', 'who', 'you', 'think', 'i', 'am']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['they', 'crawl', 'out', 'from', 'under', 'rocks']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ffs', 'really', 'some', 'people', 'are', 'nasty']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['yikes', 'hope', 'you', 're', 'right', 'because', 'i', 'agree', 'but', 'that', 'replay', 'did', 'not', 'look', 'good']]",2596.5025,2596.5025,"[9, 19, 2]"
"[['rt', 'mood']]",2596.5025,2596.5025,"[9, 4, 24]"
"[['b', 'rry', 'goheels']]",2594.53,2594.53,"[8, 23, 42]"
"[['layups', 'are', 'hard', 'ok', 'questionmark']]",2594.53,2594.53,"[8, 11, 38]"
"[['you', 're', 'not', 'going', 'to', 'stay', 'up', 'for', 'your', 'blue', 'devils', 'questionmark']]",2594.53,2592.28,"[7, 33, 49]"
"[['tweeps', 'a', 'friendly', 'reminder', 'that', 'michigan', 'state', 'is', 'against', 'unc', 'with', 'roy', 'williams', 'as', 'head', 'coach', 'goheels']]",2594.53,2592.28,"[7, 31, 38]"
"[['rt', 'alabama', 'remains', 'belk', 'bowl', 'eligible']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ar', 'w', 'exclamationpoint', 'goheels']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'as', 'of', 'the', 'end', 'of', 'the', 'carolina', 'game', 'here', 'are', 'the', 'stats', 'ppg', 'rpg', 'apg', 'of', 'the', 'leading', 'acc', 'candidates', 'grayson', 'allen']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['sorry', 'tweeps', 'my', 'twitter', 'is', 'tar', 'heel', 'heavy', 'these', 'days', 'because', 'sports', 'are', 'keeping', 'me', 'sane', 'days']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['oooooo', 'he', 'is', 'close', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'luke', 'maye', 'is', 'the', 'first', 'unc', 'player', 'with', 'points', 'amp', 'rebounds', 'through', 'the', 'team', 's', 'first', 'games', 'since', 'antawn', 'jamison', 'in']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['tell', 'me', 'a', 'more', 'improved', 'college', 'basketball', 'player', 'over', 'the', 'last', 'two', 'years', 'than', 'luke', 'maye', 'i', 'll', 'wait', 'goheels']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'bill', 'walton', 'just', 'compared', 'luke', 'maye', 'to', 'larry', 'bird', 'what', 'a', 'beautiful', 'day']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['unc', 'beat', 'pitt', 'pitt', 'beat', 'miami', 'transitive', 'property', 'applies', 'here', 'wewanttheplayoff', 'goheels']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['do', 'you', 'have', 'to', 'questionmark', 'do', 'you', 'have', 'to', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['do', 'you', 'have', 'to', 'let', 'it', 'linger', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'had', 'to', 'explain', 'tk', 'to', 'my', 'work', 'team', 'today', 'because', 'i', 'accidentally', 'left', 'it', 'in', 'a', 'presentation', 'oops', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['a', 'journalism', 'career', 'may', 'be', 'temporary', 'but', 'the', 'use', 'of', 'tk', 'is', 'forever']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'so', 'many', 'of', 'these', 'sexual', 'harassment', 'stories', 'involve', 'women', 'right', 'at', 'the', 'start', 'of', 'their', 'careers', 'how', 'many', 'talented', 'intelligen']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'm', 'only', 'giving', 'daily', 'price', 'targets', 'at', 'this', 'point']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['you', 'broke', 'your', 'rule', 'of', 'using', 'basis', 'points']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['working', 'on', 'it']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['sure', 'bitcoin', 'is', 'up', 'this', 'year', 'but', 'what', 'about', 'inflation', 'questionmark', 'your', 'returns', 'would', 'drop', 'to', 'just', 'in', 'on', 'a', 'real', 'basis']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['excuses', 'experts', 'give', 'when', 'they', 're', 'wrong']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['still', 'some', 'kinks', 'to', 'work', 'out', 'which', 'will', 'likely', 'amplify', 'in', 'a', 'downturn']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'discuss', 'here', 'shameless', 'plug', 'but', 'the', 'short', 'answer', 'is', 'yes']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['coinbase', 'understands', 'momentum', 'amp', 'human', 'psychology', 'pretty', 'well', 'it', 'would', 'seem', 'in', 'my', 'email', 'this', 'morning']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['expert', 'judgment', 'or', 'lack', 'thereof']]",2596.5025,2596.5025,"[9, 33, 49]"
"[['thanks', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['fair', 'it', 'is', 'all', 'sale', 'ads']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['twitter', 'retail', 'is', 'dead', 'my', 'email', 'inbox', 'retail', 'is', 'still', 'alive', 'enough', 'to', 'send', 'me', 'emails', 'in', 'the', 'last', 'mins']]",,,"[19, 40, 32]"
"[['will', 'take', 'a', 'look']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['thanks', 'jim']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['good', 'point']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['sure', 'that', 's', 'the', 'spreadsheet', 'answer', 'but', 'most', 'ppl', 'don', 't', 'think', 'about', 'this', 'stuff', 'in', 'term']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['not', 'sure', 'check', 'the', 'story']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'm', 'picturing', 'the', 'robot', 'in', 'rocky', 'iv']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['simons', 'gets', 'all', 'his', 'ideas', 'at', 'family', 'smoke', 'breaks']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['buy', 'what', 'your', 'family', 'knows', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['bearish', 'outside', 'day', 'in', 'junior', 'silver', 'miners', 'today', 'doesn', 't', 'help', 'the', 'bull', 'case', 'for', 'precious', 'metals', 'silj', 'gld', 'slv', 'gdx', 'gdxj']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'agree', 'with', 'that', 'whenever', 'i', 'go', 'to', 'a', 'behavioral', 'finance', 'conference', 'it', 'really', 'makes', 'me', 'think', 'but', 'aga']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'have', 'more', 'questions', 'than', 'answers', 'and', 'i', 'think', 'that', 's', 'ok', 'right', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'll', 'give', 'you', 'that', 'so', 'should', 'we', 'not', 'express', 'our', 'opinions', 'and', 'what', 'we', 'are', 'actually', 'doing', 'because', 'people', 'are', 'too', 'ign']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['the', 'problem', 'i', 'see', 'with', 'most', 'content', 'financial', 'conferences', 'podcasts', 'blog', 'posts', 'etc', 'is', 'how', 'little', 'of', 'it', 'is', 'action']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['you', 'guys', 'notice', 'how', 'berkshire', 'never', 'hit', 'oversold', 'conditions', 'on', 'this', 'recent', 'correction', 'questionmark', 'historically', 'this', 'is', 'a', 'bulli']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['this', 'week', 'on', 'the', 'podcast', 'we', 'have', 'talking', 'stocks', 'rates', 'gold', 'and', 'a', 'lot', 'of', 'bitcoin', 'exclamationpoint', 'it', 's', 'been', 'submit']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['be', 'careful', 'it', 's', 'forecasting', 'season', 'where', 'the', 'media', 'gathers', 'predictions', 'from', 'analysts', 'trying', 'to', 'convince', 'you']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['here', 's', 'the', 'ethereum', 'chart', 'to', 'share', 'with', 'your', 'crazy', 'uncles', 'and', 'cousins', 'btc', 'x', 'btcusd', 'bcoin', 'bitcoin', 'bitcoin']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['here', 'is', 'the', 'bitcoin', 'chart', 'to', 'share', 'with', 'your', 'crazy', 'uncles', 'btc', 'x', 'btcusd', 'bcoin', 'bitcoin', 'bitcoin', 'eth', 'x']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'know', 'makes', 'me', 'sad']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['it', 's', 'funny', 'i', 've', 'been', 'getting', 'random', 'text', 'messages', 'from', 'old', 'friends', 'all', 'weekend', 'asking', 'me', 'which', 'crypto', 'currency', 'the']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['here', 's', 'germany', 'trying', 'to', 'hang', 'on', 'to', 'that', 'support', 'from', 'former', 'resistance', 'this', 'summer', 'will', 'it', 'hold', 'and', 'rip', 'questionmark', 'or', 'break']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['if', 'you', 'feel', 'the', 'need', 'to', 'exaggerate', 'the', 'importance', 'of', 'an', 'arbitrary', 'number', 'just', 'because', 'you', 'think', 'it', 'helps', 'you', 'sell', 'a']]",2596.5025,2596.5025,"[10, 49, 6]"
"[['bitcoin', 'at', 'is', 'just', 'an', 'arbitrary', 'number', 'you', 'don', 't', 'need', 'to', 'lie', 'to', 'people', 'and', 'make', 'a', 'new', 'hat', 'every', 'time', 'an', 'ind']]",2596.5025,2596.5025,"[10, 45, 55]"
"[['some', 'will', 'go', 'up', 'and', 'some', 'will', 'go', 'down', 'so', 'basically', 'the', 'same', 'way', 'it', 's', 'always', 'been']]",2596.5025,2596.5025,"[8, 58, 23]"
"[['here', 's', 'some', 'stuff', 'i', 'put', 'together', 'on', 'log', 'vs', 'arithmetic', 'scale', 'charts']]",2594.53,2594.53,"[8, 30, 51]"
"[['i', 'can', 't', 'take', 'arithmetic', 'scale', 'charts', 'like', 'this', 'seriously']]",2594.53,2594.53,"[8, 24, 14]"
"[['i', 'agree', 'who', 'said', 'it', 'was', 'questionmark']]",2594.53,2594.53,"[8, 22, 43]"
"[['i', 'really', 'like', 'what', 'did', 'with', 'awesome', 'product']]",2592.28,2582.14,"[7, 9, 54]"
"[['saudi', 'aramco', 'and', 'sabic', 'sign', 'mou', 'to', 'develop', 'innovative', 'crude', 'oil', 'to', 'chemicals', 'complex']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['us', 'crude', 'oil', 'price', 'eases', 'from', 'year', 'high', 'o', 'b', 'studies', 'warn', 'of', 'correction']]",,,"[18, 6, 6]"
"[['oil', 'prices', 'start', 'the', 'week', 'on', 'the', 'backfoot', 'as', 'opec', 'meeting', 'looms']]",,,"[17, 4, 7]"
"[['oil', 'marketing', 'cos', 'fall', 'as', 'crude', 'prices', 'hit', 'year', 'high']]",,,"[17, 4, 5]"
"[['oil', 'marketing', 'cos', 'fall', 'as', 'crude', 'prices', 'hit', 'year', 'high']]",2594.02,2594.08,"[14, 58, 8]"
"[['oil', 'prices', 'slip', 'from', 'year', 'high', 'as', 'traders', 'brace', 'for', 'opec', 'meeting']]",2594.02,2594.08,"[14, 58, 6]"
"[['aramco', 'sabic', 'ink', 'deal', 'to', 'develop', 'crude', 'oil', 'to', 'chemicals', 'complex']]",2596.5025,2596.5025,"[12, 53, 6]"
"[['crude', 'oil', 'was', 'also', 'very', 'strong', 'last', 'week']]",2596.5025,2596.5025,"[12, 53, 6]"
"[['crude', 'oil', 'was', 'also', 'very', 'strong', 'last', 'week']]",2596.5025,2596.5025,"[11, 51, 3]"
"[['mcx', 'crude', 'oil', 'expected', 'to', 'trade', 'in', 'a', 'range', 'between']]",2596.5025,2596.5025,"[11, 51, 1]"
"[['top', 'projects', 'of', 'natural', 'gas', 'crude', 'oil', 'in', 'egyptian', 'market']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['opec', 'meeting', 'set', 'to', 'extend', 'oil', 'cuts', 'and', 'support', 'crude', 'prices']]",,,"[18, 4, 4]"
"[['saudi', 'aramco', 'saudi', 'arabian', 'oil', 'and', 'sabic', 'sign', 'mou', 'to', 'develop', 'innovative', 'crude', 'oil', 'to', 'chemicals', 'complex']]",,,"[17, 1, 6]"
"[['opec', 'meeting', 'set', 'to', 'extend', 'oil', 'cuts', 'and', 'support', 'crude', 'prices']]",,,"[17, 1, 5]"
"[['oil', 'price', 'fundamental', 'weekly', 'forecast', 'pipeline', 'shutdown', 'opec', 'production', 'cut', 'extension', 'key', 'market', 'drivers']]",2593.975,2594.24642857,"[14, 55, 8]"
"[['crude', 'price', 'hits', 'new', 'year', 'high', 'approaches']]",2593.975,2594.24642857,"[14, 55, 7]"
"[['russia', 'exports', 'most', 'of', 'its', 'crude', 'oil', 'production', 'mainly', 'to', 'europe']]",2596.5025,2596.5025,"[12, 48, 5]"
"[['china', 'issues', 'mln', 't', 'of', 'crude', 'oil', 'import', 'quotas', 'to', 'independent', 'refiners', 'sources']]",2596.5025,2596.5025,"[12, 48, 4]"
"[['russia', 'exports', 'most', 'of', 'its', 'crude', 'oil', 'production', 'mainly', 'to', 'europe']]",2596.5025,2596.5025,"[11, 46, 3]"
"[['china', 'issues', 'mln', 't', 'of', 'crude', 'oil', 'import', 'quotas', 'to', 'independent', 'refiners', 'sources']]",2596.5025,2596.5025,"[11, 46, 3]"
"[['rt', 'shazam', 'but', 'for', 'who', 'people', 'are', 'subtweeting']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['thanks', 'cam', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['ninety', 'thousand', 'four', 'hundred', 'basis', 'points', 'in', 'just', 'under', 'a', 'year', 'is', 'nothing', 'to', 'sneeze', 'at']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['looney', 'tunes']]",2587.55714286,2587.77142857,"[13, 30, 0]"
[[]],2587.55714286,2587.77142857,"[13, 30, 0]"
"[['alright', 'can', 'you', 'give', 'me', 'like', 'ten', 'minutes', 'or', 'do', 'you', 'need', 'it', 'right', 'away', 'questionmark']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['right', 'link']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['gahh', 'exclamationpoint']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['i', 'm', 'only', 'messing', 'around', 'but', 'thank', 'you']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['good', 'post', 'from', 'on', 'all', 'things', 'vix']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['rt', 'i', 'really', 'think', 'twitter', 'and', 'other', 'social', 'media', 'interactions', 'have', 'given', 'us', 'a', 'false', 'sense', 'of', 'sentiment', 'extremes', 'we', 'need', 'to']]",2587.55714286,2587.77142857,"[13, 30, 0]"
"[['buying', 'bitcoin', 'right', 'now', 'is', 'like', 'picking', 'up', 'nickels', 'in', 'front', 'of', 'millions', 'of', 'dollars']]",2587.55714286,2587.77142857,"[13, 30, 0]"
